id,date_contacted,city,state,dob,gender,employment,owns_car,owns_coffee_machine,owns_home,beverage_preference,number_of_bags_purchased_competitor,competitor_satisfaction,bought_coffee
898342d8f2ed803c,2018-10-01,Minooka,IL,"Feb 12, 1978",female,part-time,True,yes,True,coffee,10,0.0,False
dffafac9b28308d1,2018-01-07,Schaumburg,IL,09.13.72,male,unemployed,True,Yes,True,coffee,9,1.0,False
d88b3851ef9699a6,2018-05-06,Wheaton,IL,06-14-1979,female,full-time,True,Yes,False,coffee,10,4.5,False
1a70f31b7bde72f1,2019-05-16,Chicago,IL,Jun 12 1991,male,full-time,True,no,True,coffee,8,5.0,False
4edc1079a0de5629,2018-04-06,Romeoville,IL,Nov 18 78,female,part-time,True,ya,True,coffee,2,1.0,False
dca2a594f58a3720,2018-04-16,Elgin,IL,"07 05, 81",female,retired,True,Yes,True,wter,12,0.0,False
aa5d15484b6ae1f3,2018-09-16,Mokena,IL,09.28.1985,female,student,True,yes,False,water,7,5.0,False
18b25e7294129fc1,2018-07-18,Romeoville,IL,12.11.79,female,part-time,True,YES,True,coffee,10,5.0,False
8d94e8d617c607ab,2018-04-12,Plainfield,IL,Nov 20 1969,female,unemployed,True,ya,True,water,9,1.5,False
f8f644979dccd921,2018-03-04,Minooka,IL,November 13 1969,male,full-time,True,No,True,soda,2,1.0,False
6d54d235ac79800f,2019-04-28,Plainfield,IL,08/05/1985,male,full-time,True,yes,True,water,3,1.0,False
2416586f10820d79,2019-09-17,Carol Stream,IL,September 29 1988,female,unemployed,True,ya,True,coffee,1,0.0,False
acab0d329e726597,2019-01-13,Warrenville,IL,May 10 90,male,student,True,yes,False,coffee,10,3.0,False
d1b7de919d7bcf19,2019-12-01,Bolingbrook,IL,Feb 28 1990,female,student,True,No,False,coffee,11,0.5,True
f46eb50d1be643f2,2019-12-15,Streamwood,IL,05-29-84,female,unemployed,True,yes,True,coffee,9,5.0,False
f40c61fcdf568728,2018-12-10,Willowbrook,IL,1982-03-28,female,unemployed,True,yes,True,coffee,3,2.0,False
74c54cd0df3bcbd4,2019-06-06,Willowbrook,IL,01/20/92,female,full-time,True,ya,False,wine,11,4.5,False
eb5f3a9549b3702f,2019-04-13,St. Charles,IL,December 24 1982,male,full-time,True,YES,False,beer,7,3.0,False
bb69f308c9bfaa57,2018-10-10,Barrington,IL,Jun 02 1983,male,full-time,True,y,True,coffee,10,0.5,False
6aba7b42bc09f959,2018-05-21,Palatine,IL,01/13/70,male,full-time,True,YES,False,soda,12,0.0,False
49cf1afe10272c64,2019-08-15,St. Charles,IL,"06 28, 1990",male,unemployed,False,No,True,coffee,11,2.0,False
cc05f9161a27ce07,2018-05-15,Warrenville,IL,December 15 1978,female,retired,True,Yes,True,wine,2,3.5,False
1193a0291c0923da,2018-07-02,Romeoville,IL,"07 06, 1979",female,unemployed,True,YES,True,coffee,0,,False
48cb539b393f7526,2019-09-23,Schaumburg,IL,June 13 1980,female,student,True,YES,True,coffee,9,4.0,False
56906f34ceb2d218,2018-12-16,Bolingbrook,IL,1974-03-18,male,part-time,True,y,True,coffee,4,2.5,False
f958374136a8a946,2018-12-18,Minooka,IL,"12 13, 87",male,full-time,True,I don't know,False,coffee,0,,False
c2daacb655056724,2019-10-25,Batavia,IL,"Oct 24, 88",female,student,True,no,True,water,8,0.5,False
3493748d3ae11b39,2018-07-24,West Chicago,IL,Jan 15 82,female,unemployed,True,nah,True,coffee,7,1.0,False
d8d027d4442d3d1d,2018-06-15,Wheaton,IL,Jan 31 1976,female,retired,True,n,False,coffee,1,0.0,False
ce8652856840b8c7,2018-06-29,Bolingbrook,IL,07-31-81,female,part-time,True,yes,True,wine,2,3.5,False
adf25b1ef9fe0e62,2018-03-11,Oswego,IL,"06 18, 1971",male,part-time,True,ya,False,coffee,3,5.0,False
8af59afcb659781d,2018-09-06,Streamwood,IL,"01 16, 90",male,unemployed,True,No,True,beer,1,0.5,False
0eff84d1b035618d,2018-04-30,Warrenville,IL,"05 15, 1980",female,full-time,True,Yes,False,coffee,10,1.0,False
2057e313d1b8aec6,2019-10-15,Carol Stream,IL,"Sep 09, 84",female,full-time,True,Yes,True,wine,3,4.5,False
0fba245f7b51364d,2018-05-19,Palatine,IL,1973-11-02,female,full-time,True,yes,True,wine,3,0.5,False
0fe490ef503cd150,2018-05-16,Mokena,IL,08-04-1970,female,full-time,True,yes,False,coffee,6,0.5,False
4eee96be1cc8d4f1,2018-03-16,St. Charles,IL,Nov 10 76,male,unemployed,True,Yes,True,coffee,11,3.5,False
b26d4a4d37f15114,2019-05-31,Bolingbrook,IL,"May 21, 1979",female,part-time,True,Yes,True,coffee,1,0.5,False
80d454a295c964dc,2019-01-03,Elgin,IL,"01 17, 1988",female,full-time,True,n,False,coffee,12,2.5,False
e3634a5a8a717b2d,2019-03-02,Naperville,IL,April 07 1986,female,full-time,True,yup,True,coffee,0,,False
c480b625760e3b03,2019-10-18,Streamwood,IL,12-22-1990,male,unemployed,True,Yes,True,coffee,3,0.0,False
92d0d9e248866520,2019-06-24,Deer Park,IL,Feb 10 90,female,student,True,no,False,wine,6,0.5,False
9d5869174482121b,2019-01-28,Algonquin,IL,03-20-94,male,unemployed,True,No,False,soda,8,4.0,False
65719b69d1e8e5bf,2019-08-28,Streamwood,IL,09-09-1987,female,full-time,True,No,True,coffee,9,5.0,False
bf5570489a3963c7,2019-12-26,Chicago,IL,03/15/1988,male,part-time,False,n,False,coffee,3,0.0,False
64eff28ad09ef02a,2019-04-04,Mokena,IL,May 29 92,male,unemployed,True,Yes,True,coffee,2,3.0,False
f5e6b4cb3cee68b1,2019-12-16,Aurora,IL,"07 23, 87",female,full-time,True,yes,True,water,7,0.0,False
16486f6d8a754780,2019-08-10,Streamwood,IL,"Feb 22, 90",female,full-time,True,Yes,False,coffee,0,,False
d5951a02ff0a5d79,2019-09-07,Inverness,IL,October 13 1994,female,student,True,No,False,coffee,4,4.0,False
ed3af4f97db801c0,2019-11-18,Willowbrook,IL,08-10-1995,female,student,True,n,False,wine,2,2.5,False
d3cd0f666a117577,2019-10-27,West Chicago,IL,09/29/85,female,unemployed,True,yes,True,coffee,2,0.0,False
9bd51aeaa339d29a,2018-06-04,Oswego,IL,October 22 1979,female,full-time,True,no,True,tea,5,4.5,False
aa31ca6bec1db2b1,2018-08-29,Willowbrook,IL,December 25 1975,male,full-time,True,I don't know,False,beer,3,5.0,False
9d20756fe2e667fb,2018-05-12,Palatine,IL,05/15/76,female,full-time,True,yes,False,coffee,4,3.5,False
550b05be36e2ed4c,2019-05-02,Glen Ellyn,IL,01-15-1991,male,unemployed,True,YES,False,coffee,5,1.0,False
9826714700ac1eb8,2019-02-04,Plainfield,IL,February 16 1984,male,full-time,True,ya,True,beer,6,4.5,False
531858479d2e00a4,2019-10-28,Palatine,IL,08.11.94,female,student,True,yup,False,wine,9,0.5,True
e782463d25d26d32,2019-05-17,Elgin,IL,07.27.92,male,part-tim,True,Yes,True,coffee,4,1.5,False
241b240c2fadfad7,2018-07-30,Wheaton,IL,08.19.76,female,unemployed,True,Yes,True,water,6,1.0,False
bcb3aec99016ecef,2018-02-11,Inverness,IL,03/11/71,female,full-time,True,YES,True,wine,3,4.0,False
46b9d1b51c094fd9,2019-04-12,Wheaton,IL,1986-03-18,female,full-time,False,YES,False,coffee,1,3.0,False
d9ad32fb19af02f4,2018-08-12,Romeoville,IL,02-13-1974,male,part-time,True,nah,True,coffee,4,0.0,False
6359c889c2893691,2018-02-20,Oswego,IL,1978-03-10,female,part-time,True,nope,True,wine,3,0.0,False
e2d38a39273396c8,2019-09-05,Inverness,IL,"Mar 04, 1991",male,part-time,True,ya,False,coffee,10,4.0,False
2d8a803420e7d60f,2018-08-09,Mokena,IL,08.10.1979,male,part-time,True,ya,True,coffee,6,1.0,False
5d7e7e9696f14536,2019-09-12,Oswego,IL,May 12 95,male,part-time,True,Yes,False,soda,3,2.0,False
03dbefbc93af8748,2019-06-04,Hoffman Estates,IL,03-13-1984,female,full-time,True,yes,True,tea,0,,True
be3367d32caa021a,2019-11-23,Chicago,IL,July 11 91,male,student,True,No,True,coffee,4,4.5,False
7875363b0f72bde4,2019-08-24,Willowbrook,IL,"Jul 10, 1987",male,full-time,True,yup,False,coffee,1,1.0,False
ed163287ab3cd2b1,2018-05-10,Carol Stream,IL,January 18 1979,male,part-time,True,y,True,beer,7,1.0,False
17ced2a61c2a2fde,2018-02-24,Streamwood,IL,06.05.1979,female,full-time,True,y,False,coffee,5,0.0,False
4c687e1320d1690b,2019-06-04,Romeoville,IL,"07 09, 1988",female,unemployed,True,ya,True,water,9,2.0,False
4746073ca6816d28,2018-04-15,Streamwood,IL,Jul 15 78,male,unemployed,False,yes,True,beer,4,1.0,False
3af5497ac3865f69,2018-06-13,Elgin,IL,03-04-1978,male,unemployed,True,no,False,cffee,1,1.5,False
76500d57b2025ca2,2019-02-22,Algonquin,IL,"May 25, 88",male,student,True,I don't know,False,coffee,4,2.5,False
7765e7a1de53661b,2019-01-10,Palatine,IL,01.17.1980,male,full-time,True,y,True,coffee,6,5.0,False
bf181df538af8980,2019-04-13,Naperville,IL,July 12 91,female,full-time,True,No,False,coffee,0,,False
aec4f71db519f0bd,2018-03-26,Plainfield,IL,Jun 21 73,female,full-time,True,I don't know,True,coffee,2,4.0,False
6807827078e0b4fd,2018-10-22,Glen Ellyn,IL,"May 02, 1979",male,student,False,YES,False,coffee,9,1.5,False
d55bb27338889201,2019-01-28,Willowbrook,IL,01-11-88,male,retired,False,y,True,coffee,1,1.5,False
48111779e78e44f6,2018-01-10,Carol Stream,IL,03.09.1979,female,retired,True,Yes,True,wine,6,4.0,False
97aad8a2b70dd81a,2019-03-21,Barrington,IL,Feb 12 1995,female,student,True,YES,False,coffee,12,3.5,False
10d2c6eb9df9b701,2018-08-08,Warrenville,IL,04-12-77,male,part-time,True,No,False,coffee,12,2.5,False
ac73a98e5fa079a7,2018-11-17,Bolingbrook,IL,"Sep 11, 1978",female,full-time,False,nope,True,coffee,4,2.5,False
fe409c6364663f64,2019-09-06,Aurora,IL,August 15 1988,female,student,False,n,True,coffee,5,0.5,False
8cc4da8e8930b75e,2019-06-30,Glen Ellyn,IL,Sep 02 86,female,student,True,nope,False,coffee,12,1.0,False
47479ed8263b9c0d,2018-10-26,Mokena,IL,09.22.82,male,full-time,True,I don't know,False,coffee,6,3.5,False
89303e9fbef22b3d,2019-05-28,Willowbrook,IL,"08 02, 86",male,part-time,True,Yes,False,soda,1,0.0,False
46f9a8362983a96d,2019-11-17,Carol Stream,IL,07-19-1994,male,unemployed,False,Yes,False,soda,3,5.0,False
0b8f8dcaf65f7459,2018-09-25,Bolingbrook,IL,02.18.85,male,student,True,nope,False,beer,7,1.0,False
10e3f62aa3538316,2018-07-09,Streamwood,IL,November 11 1976,female,part-time,True,no,False,wine,1,1.5,False
4c2733d327a663b9,2018-09-14,Willowbrook,IL,July 16 1982,female,retired,True,nope,False,soda,0,,False
9e5f05738c463b17,2018-03-29,Hoffman Estates,IL,"Jul 24, 1977",female,full-time,True,YES,True,coffee,10,5.0,False
b2e9ad4a4b58cc56,2018-03-27,Glen Ellyn,IL,1979-02-11,female,part-time,True,yes,True,coffee,10,1.5,False
2a0f9f7e6d34fdfb,2019-10-12,Elgin,IL,"Feb 17, 1989",female,unemployed,True,No,True,coffee,1,0.5,False
24035aac63f3800a,2019-07-21,Romeoville,IL,Jul 28 85,female,unemployed,True,no,True,coffee,9,2.5,False
ba07d5ab141d1ca4,2019-12-19,Schaumburg,IL,"Dec 30, 1992",male,unemployed,True,ya,False,coffee,10,0.5,False
d9c38f2c47886466,2019-10-19,Hoffman Estates,IL,03/23/85,female,student,True,No,True,tea,6,0.5,True
dd69a1aaa29ad8e2,2019-09-05,Streamwood,IL,Dec 19 1992,female,part-time,True,ya,False,tea,6,2.5,False
d010f39d00926a00,2018-07-20,Hoffman Estates,IL,"Aug 14, 1981",female,full-time,True,No,True,tea,10,3.5,False
c056ef2646751606,2019-10-19,Elgin,IL,1985-08-06,female,student,True,Yes,True,water,0,,False
65e3f109e4e5da6b,2019-09-17,Minooka,IL,08.23.1989,male,unemployed,True,Yes,True,coffee,7,0.0,False
66674df94416b47b,2018-02-11,Minooka,IL,08/29/1975,female,full-time,True,Yes,False,tea,6,2.0,False
95cba9904fcfbb37,2018-09-19,Chicago,IL,October 31 82,male,full-time,False,yes,True,beer,10,1.5,False
f145095d1c86aea3,2019-11-25,Aurora,IL,"11 02, 84",female,full-time,True,I don't know,True,water,8,0.5,False
9128f8cca75f2ae6,2019-03-01,St. Charles,IL,December 19 1986,female,full-time,True,I don't know,True,water,8,2.0,False
5d870a4acf88bf0d,2019-11-11,Plainfield,IL,01.21.1988,female,full-time,True,nope,False,coffee,5,4.0,False
72f6818b3819cdc7,2019-01-13,Algonquin,IL,Dec 16 89,male,unemployed,True,Yes,True,coffee,4,0.0,False
36a5dca42fb35c5d,2018-09-22,Aurora,IL,05.29.74,male,full-time,True,Yes,True,coffee,12,3.0,False
b7b57e5dc99872b3,2018-07-14,Aurora,IL,May 23 1979,female,unemployed,True,No,True,wine,2,3.5,False
ed3d8ef974ea7a98,2018-04-18,Wheaton,IL,"Aug 30, 83",female,unemployed,True,y,True,tea,0,,False
8d6d1a2c7036d1f2,2019-05-27,Algonquin,IL,11.28.83,male,full-time,True,yes,False,coffee,12,1.5,False
a4c6635b96bc608d,2018-05-23,West Dundee,IL,November 30 82,female,unemployed,True,yup,True,water,8,2.0,False
3fd717a4940845b9,2018-09-25,Romeoville,IL,Mar 26 1981,female,full-time,True,yes,False,coffee,6,1.0,False
25a8d6d3e8ae9cdc,2019-10-12,Oswego,IL,01/05/96,female,student,True,NO,False,coffee,9,3.5,False
cb4460d44b1abab3,2018-10-11,Barrington,IL,Apr 10 72,male,full-time,True,ya,True,beer,8,4.5,False
dde84e054c4fb864,2018-04-22,Carol Stream,IL,02.09.1989,male,full-time,True,yes,True,beer,2,3.5,False
6cfc8b7232750755,2018-11-30,St. Charles,IL,12-05-64,female,full-time,True,ya,True,coffee,9,4.0,False
6322b29855d863b1,2018-05-31,Wheaton,IL,1969-09-23,female,full-time,True,Yes,True,coffee,0,,False
c11a31d3f3b67f3c,2018-10-16,Carol Stream,IL,01/04/1991,male,full-time,True,y,False,soda,11,1.5,False
e08b806d0290bdbf,2019-05-16,Naperville,IL,"06 23, 89",female,student,True,Yes,False,coffee,8,3.5,False
b27f1cdd19316036,2018-03-21,Glen Ellyn,IL,11.20.1979,female,part-time,True,nah,True,wine,7,0.5,False
1840d7dd2bd26e12,2018-11-12,Warrenville,IL,06-07-66,male,full-time,True,yup,True,soda,11,4.0,False
06f9c3fa9ddc1b47,2019-06-25,West Dundee,IL,"08 21, 88",male,retired,True,Yes,False,soda,3,2.0,False
f2078e884cd57b0c,2018-01-31,Palatine,IL,10.23.84,male,full-time,True,YES,False,beer,9,0.5,False
859c9855d34e2244,2019-03-18,Elgin,IL,Apr 17 1991,male,student,True,I don't know,False,coffee,6,4.0,False
2863a3df409019d1,2019-12-12,Willowbrook,IL,10-11-88,male,unemployed,True,nah,False,beer,0,,False
9b8e0b17684e2cf8,2018-01-22,Elgin,IL,05-09-1975,female,student,False,No,True,coffee,2,0.5,False
fbc55b433e213766,2019-07-28,Aurora,IL,"Oct 26, 86",female,part-time,True,YES,True,coffee,10,0.5,False
f0673a6c35801ca1,2019-07-21,Hoffman Estates,IL,"08 20, 84",male,student,True,y,True,beer,5,1.5,False
3df9e03f56fc6eaa,2019-04-27,Glen Ellyn,IL,10.27.88,female,full-time,True,YES,False,coffee,12,2.0,False
1192e68ec5b9ec75,2018-04-16,Naperville,IL,01-03-1974,female,full-time,True,n,False,coffee,11,5.0,False
aef726fe42d7588f,2019-11-23,Carol Stream,IL,06-05-93,male,unemployed,True,no,False,wine,11,4.0,False
ed2b546cbf8d1725,2018-10-07,Warrenville,IL,"Aug 20, 1981",male,full-time,True,yup,True,soda,10,4.0,False
ff8dc5364044df71,2018-10-23,Carol Stream,IL,December 31 1983,female,part-time,True,Yes,False,wine,1,1.5,True
57eb26f896a9c64c,2018-11-18,Algonquin,IL,07.19.73,male,retired,True,No,False,coffee,4,1.5,False
4820bfcc50a7532d,2018-05-22,Wheaton,IL,05/26/1974,female,full-time,True,yes,True,tea,2,0.0,False
c13c7e8a7ffcadf7,2019-12-28,West Chicago,IL,07-19-1994,male,unemployed,False,Yes,False,coffee,7,5.0,False
c0b995560d690801,2019-06-04,West Chicago,IL,1984-04-02,female,full-time,True,no,True,wine,12,0.0,True
b4dc2958d88ec178,2019-08-25,Romeoville,IL,"Mar 19, 1983",female,full-time,True,y,False,wine,7,4.0,False
c5781d71b7929bc9,2019-05-22,Barrington,IL,03.26.1996,female,student,True,No,False,wine,2,3.5,False
d4c547e331015a89,2019-09-23,Palatine,IL,Sep 26 1990,male,part-time,True,nope,False,soda,7,2.5,False
dd8d06f805c9ee12,2018-04-05,Batavia,IL,12-01-1981,female,full-time,False,No,False,wine,4,0.0,False
739f28796451f170,2018-08-27,Glen Ellyn,IL,05.22.1984,male,full-time,False,nah,False,beer,2,0.0,False
06fba4b388f9b022,2019-07-14,Naperville,IL,09.02.88,male,full-time,True,YES,False,wine,1,0.0,False
0b17b22dbb1b84ef,2018-07-27,Willowbrook,IL,01.30.1970,female,part-time,True,nah,False,soda,10,4.0,False
b42bb0c1b798c35c,2018-03-06,Deer Park,IL,10.10.74,male,full-time,True,YES,True,coffee,6,3.5,False
f93c5c0e20db6751,2018-06-12,Algonquin,IL,"Nov 09, 77",female,retired,True,yes,True,coffee,5,0.0,False
7a722a6dda47c23f,2019-06-24,Algonquin,IL,"01 20, 85",male,student,True,y,True,coffee,6,2.5,False
3c6a40dd674643f2,2019-09-03,Romeoville,IL,November 25 87,male,part-time,True,yes,False,coffee,9,4.0,False
849c0f0394071edb,2018-08-18,Schaumburg,IL,04/22/79,male,full-time,True,no,False,coffee,9,3.0,False
2cdad10db144f473,2019-11-26,Carol Stream,IL,11-22-90,female,unemployed,True,y,False,soda,3,4.0,False
8eb08f418e9e5e32,2019-07-23,Warrenville,IL,Nov 04 86,female,unemployed,True,no,True,wine,3,1.5,False
731a912e40b395b6,2019-02-13,Romeoville,IL,07-17-1990,female,unemployed,True,YES,False,wine,7,3.0,False
9a83349cb7ed527b,2019-04-15,Barrington,IL,October 01 91,female,full-time,True,yes,True,coffee,5,4.5,False
923c0c937989ae88,2018-05-08,St. Charles,IL,December 05 1973,female,part-time,True,ya,True,water,12,0.0,False
15024904b6b25650,2018-09-07,Hoffman Estates,IL,"03 27, 1980",male,part-time,True,ya,True,coffee,5,0.5,False
316f54fdd90e41d8,2019-08-31,Streamwood,IL,December 11 88,male,student,False,Yes,True,tea,1,3.0,False
1a9c2b0990c4ca29,2019-05-05,St. Charles,IL,08-04-1981,male,full-time,True,No,True,beer,4,2.5,False
a677933bd7ae9369,2018-11-10,Carol Stream,IL,10.26.1984,male,full-time,True,I don't know,False,coffee,1,2.0,False
d0b491759fb623e8,2019-07-23,Wheaton,IL,"04 01, 1989",female,student,True,ya,True,water,9,4.0,False
149361cb0770e97a,2019-02-05,Warrenville,IL,"Oct 25, 1987",male,full-time,True,No,False,coffee,6,3.5,False
aa57446d0b848219,2018-09-26,Streamwood,IL,07/12/80,male,unemployed,True,Yes,True,coffee,10,3.5,False
acf03d8b85e295e4,2019-12-18,St. Charles,IL,May 25 1984,female,part-time,True,yes,False,coffee,0,,True
9ca8a8058d827952,2019-07-06,Plainfield,IL,"Jan 11, 1988",male,full-time,True,no,True,soda,8,0.5,False
ccd59f5281d33e6d,2018-04-21,Plainfield,IL,"10 29, 1973",female,unemployed,True,n,True,wine,3,1.5,False
3e5671d2956f427f,2019-05-06,Plainfield,IL,"Nov 15, 85",female,part-time,True,dunno,True,tea,12,2.0,False
1a6e95fc22f39d7d,2019-10-23,Romeoville,IL,01/01/1986,male,part-time,True,yes,True,coffee,5,4.5,False
79959359044d8423,2018-01-13,Wheaton,IL,06.16.1975,male,unemployed,False,ya,True,coffee,9,5.0,False
88fb3ce1e0818120,2018-03-09,Elgin,IL,November 10 78,female,full-time,True,ya,False,beer,7,5.0,False
30deb0a8d836b425,2019-05-27,Romeoville,IL,12.23.1982,female,part-time,True,No,True,wine,4,1.5,False
f5ca614165e5e423,2019-11-25,West Chicago,IL,1985-01-26,female,full-time,True,No,True,water,4,4.0,False
fbcf061bc8b63ab7,2018-04-26,Naperville,IL,June 03 1983,female,unemployed,True,Yes,True,wine,6,2.5,True
7600faf36393abbe,2018-06-28,Carol Stream,IL,"08 30, 1977",female,part-time,True,no,False,soda,0,,False
c7f18a65aa829f12,2019-06-18,Streamwood,IL,09/29/92,male,unemployed,True,yes,False,coffee,5,4.5,True
862a7ca37e39abc2,2018-06-20,Streamwood,IL,02/07/80,female,full-time,True,NO,True,coffee,0,,False
687288df984939ee,2018-09-17,Algonquin,IL,Jun 08 76,male,retired,True,yes,True,beer,8,4.0,False
4a30c0356789b17b,2019-11-15,Schaumburg,IL,Mar 30 1988,male,unemployed,True,NO,False,beer,5,5.0,False
b168eaf9f1645c69,2018-03-31,West Chicago,IL,07/01/79,female,unemployed,False,Yes,False,water,11,5.0,False
3e602e53a908ba79,2019-08-03,Mokena,IL,11-25-86,female,part-time,True,y,True,coffee,1,0.5,False
f06cf6e067b8b570,2019-09-25,St. Charles,IL,"06 26, 2000",male,unemployed,True,yup,False,water,10,1.0,False
765713c9c6a850ea,2018-08-09,Batavia,IL,"Jul 11, 1966",female,part-time,True,No,False,water,11,1.5,False
09f4dff2931ea737,2019-09-12,Elgin,IL,1988-04-14,female,unemployed,True,y,True,soda,9,2.5,False
4ceb3cbec9f8cd85,2018-01-22,West Dundee,IL,May 26 77,female,unemployed,True,nope,True,coffee,2,0.5,False
fb36db2ff2360146,2018-08-18,Mokena,IL,10/17/76,male,full-time,True,yes,True,water,6,4.5,False
31c5555d185d8f3c,2019-09-16,Warrenville,IL,"01 02, 91",female,part-time,True,ya,False,tea,4,2.0,False
f4fc34f08d5019af,2018-03-15,West Chicago,IL,March 10 1981,female,unemployed,True,Yes,True,tea,5,3.0,False
d6b15203218260f8,2018-09-05,Plainfield,IL,11/29/82,female,full-time,True,yup,False,coffee,6,3.5,False
9454ec34cc698544,2018-04-02,Elgin,IL,February 05 84,female,full-time,False,I don't know,True,coffee,12,4.0,False
1d0c75a662fcdab3,2018-08-29,Algonquin,IL,"02 04, 1977",male,full-time,True,Yes,False,soda,10,4.5,False
5a11c5f7cc2b5b48,2018-12-08,Romeoville,IL,02/06/77,male,full-time,True,no,True,soda,2,1.5,False
370695d8baf10cc9,2019-07-14,Schaumburg,IL,April 16 1992,male,unemployed,True,no,False,coffee,6,3.0,False
47bc0d42cbe4853d,2019-02-03,Bolingbrook,IL,08-01-1992,female,unemployed,True,nope,False,coffee,5,3.0,False
a23015173ec1d860,2018-10-02,West Dundee,IL,"May 02, 81",female,full-time,True,YES,False,wine,11,3.5,False
a3a93fe87329415c,2019-09-09,Willowbrook,IL,01-10-87,female,full-time,True,nah,True,water,8,2.5,False
2248d17763dfcac3,2018-09-18,Carol Stream,IL,11-17-1982,female,student,True,No,False,coffee,11,0.0,True
d70983b5c4cc6064,2018-10-27,Naperville,IL,06/10/93,male,unemployed,True,nope,False,beer,3,2.0,False
791f1506a0be5095,2018-06-06,Barrington,IL,01-10-88,female,full-time,True,nope,True,water,9,0.5,False
647fd5cb0e2b1147,2018-07-05,Elgin,IL,09/03/1978,male,part-time,True,No,False,soda,9,1.0,False
b883f6a67abac124,2018-05-21,Glen Ellyn,IL,09-26-1977,male,unemployed,True,y,True,beer,2,1.5,False
bdc82e41ea069cdb,2018-07-22,Algonquin,IL,February 24 70,male,full-time,True,Yes,True,beer,3,3.5,False
806b66c185cfa8c0,2018-10-22,Romeoville,IL,05.17.1987,male,full-time,True,No,True,soda,9,2.0,False
3d301a11963941cd,2018-08-15,Bolingbrook,IL,May 07 73,male,retired,True,dunno,True,coffee,11,3.5,False
